CustomerID,rfm_features,features,prediction,Recency,Frequency,Monetary,RFM_Score,RFM_ScoreGroup,Loyalty
17728.0,"[4.0,165.0,2883.0]","[0.0401894804818668,0.7575891324002522,0.38515967833485937]",0,4,165,2883.0,3,111,Platinum
15444.0,"[10.0,219.0,1439.0]","[0.100473701204667,1.005527393913062,0.19224584707730236]",0,10,219,1439.0,3,111,Platinum
17491.0,"[2.0,109.0,3575.0]","[0.0200947402409334,0.5004679723128939,0.4776086888821097]",0,2,109,3575.0,3,111,Platinum
14062.0,"[10.0,111.0,10477.0]","[0.100473701204667,0.5096508708874424,1.3996940513056961]",0,10,111,10477.0,3,111,Platinum
15453.0,"[2.0,286.0,1398.0]","[0.0200947402409334,1.3131544961604371,0.18676837679921382]",0,2,286,1398.0,3,111,Platinum
17744.0,"[4.0,136.0,2321.0]","[0.0401894804818668,0.6244371030692988,0.3100782564742312]",0,4,136,2321.0,3,111,Platinum
17147.0,"[23.0,81.0,1724.0]","[0.2310895127707341,0.3719073922692147,0.23032094535182018]",0,23,81,1724.0,3,111,Platinum
17730.0,"[4.0,218.0,5309.0]","[0.0401894804818668,1.0009359446257877,0.7092656025944393]",0,4,218,5309.0,3,111,Platinum
14057.0,"[24.0,284.0,6242.0]","[0.24113688289120083,1.3039715975858885,0.8339114506299661]",0,24,284,6242.0,3,111,Platinum
14056.0,"[2.0,1106.0,8296.0]","[0.0200947402409334,5.078142911725327,1.1083193518785965]",0,2,1106,8296.0,3,111,Platinum
14649.0,"[5.0,199.0,1425.0]","[0.0502368506023335,0.9136984081675769,0.1903754913725892]",0,5,199,1425.0,3,111,Platinum
14963.0,"[10.0,198.0,1494.0]","[0.100473701204667,0.9091069588803026,0.19959367306010403]",0,10,198,1494.0,3,111,Platinum
14653.0,"[2.0,237.0,1965.0]","[0.0200947402409334,1.0881734810839987,0.2625177828400967]",0,2,237,1965.0,3,111,Platinum
13394.0,"[2.0,155.0,2524.0]","[0.0200947402409334,0.7116746395275096,0.337198414192572]",0,2,155,2524.0,3,111,Platinum
14060.0,"[5.0,202.0,6155.0]","[0.0502368506023335,0.9274727560293996,0.8222885258935344]",0,5,202,6155.0,3,111,Platinum
16353.0,"[4.0,94.0,6677.0]","[0.0401894804818668,0.43159623300378,0.8920260743121249]",0,4,94,6677.0,3,111,Platinum
17750.0,"[6.0,193.0,1790.0]","[0.06028422072280021,0.8861497124439314,0.23913833653118222]",0,6,193,1790.0,3,111,Platinum
13435.0,"[6.0,101.0,3816.0]","[0.06028422072280021,0.4637363780146998,0.5098055263703862]",0,6,101,3816.0,3,111,Platinum
13985.0,"[5.0,351.0,7108.0]","[0.0502368506023335,1.6115986998332636,0.9496063106500799]",0,5,351,7108.0,3,111,Platinum
14673.0,"[4.0,74.0,1739.0]","[0.0401894804818668,0.33976724725829494,0.2323248978925843]",0,4,74,1739.0,3,111,Platinum
15983.0,"[23.0,113.0,1476.0]","[0.2310895127707341,0.5188337694619909,0.19718893001118712]",0,23,113,1476.0,3,111,Platinum
15484.0,"[2.0,188.0,3611.0]","[0.0200947402409334,0.86319246600756,0.48241817497994355]",0,2,188,3611.0,3,111,Platinum
16295.0,"[10.0,79.0,1336.0]","[0.100473701204667,0.3627244936946662,0.17848537296405556]",0,10,79,1336.0,3,111,Platinum
14907.0,"[4.0,165.0,3512.0]","[0.0401894804818668,0.7575891324002522,0.4691920882109005]",0,4,165,3512.0,3,111,Platinum
17975.0,"[16.0,296.0,4509.0]","[0.1607579219274672,1.3590689890331797,0.6023881337536875]",0,16,296,4509.0,3,111,Platinum
16293.0,"[22.0,118.0,2260.0]","[0.22104214265026742,0.5417910158983622,0.3019288494751239]",0,22,118,2260.0,3,111,Platinum
15984.0,"[3.0,270.0,2863.0]","[0.030142110361400104,1.239691307564049,0.3824877416138406]",0,3,270,2863.0,3,111,Platinum
14688.0,"[8.0,327.0,5662.0]","[0.0803789609637336,1.5014039169386817,0.756425285720421]",0,8,327,5662.0,3,111,Platinum
16813.0,"[9.0,449.0,1686.0]","[0.09042633108420031,2.061560729986141,0.22524426558188448]",0,9,449,1686.0,3,111,Platinum
14903.0,"[22.0,355.0,2836.0]","[0.22104214265026742,1.6299644969823608,0.3788806270404652]",0,22,355,2836.0,3,111,Platinum
13488.0,"[18.0,422.0,9008.0]","[0.18085266216840062,1.937591599229736,1.2034402991468656]",0,18,422,9008.0,3,111,Platinum
16283.0,"[6.0,166.0,1587.0]","[0.06028422072280021,0.7621805816875264,0.21201817881284143]",0,6,166,1587.0,3,111,Platinum
17131.0,"[6.0,134.0,2478.0]","[0.06028422072280021,0.6152542044947502,0.33105295973422877]",0,6,134,2478.0,3,111,Platinum
13471.0,"[2.0,260.0,2550.0]","[0.0200947402409334,1.1937768146913064,0.3406719319298964]",0,2,260,2550.0,3,111,Platinum
17490.0,"[1.0,76.0,2095.0]","[0.0100473701204667,0.34895014583284345,0.27988537152671883]",0,1,76,2095.0,3,111,Platinum
13468.0,"[2.0,302.0,5737.0]","[0.0200947402409334,1.3866176847568252,0.7664450484242415]",0,2,302,5737.0,3,111,Platinum
13988.0,"[20.0,234.0,4161.0]","[0.200947402409334,1.0743991332221758,0.5558964348079605]",0,20,234,4161.0,3,111,Platinum
13437.0,"[15.0,167.0,3427.0]","[0.15071055180700052,0.7667720309748007,0.4578363571465706]",0,15,167,3427.0,3,111,Platinum
17754.0,"[1.0,92.0,1787.0]","[0.0100473701204667,0.4224133344292315,0.23873754602302938]",0,1,92,1787.0,3,111,Platinum
17757.0,"[2.0,741.0,5665.0]","[0.0200947402409334,3.4022639218702233,0.7568260762285739]",0,2,741,5665.0,3,111,Platinum
17758.0,"[20.0,412.0,3476.0]","[0.200947402409334,1.8916771063569933,0.4643826021130667]",0,20,412,3476.0,3,111,Platinum
13448.0,"[17.0,195.0,3554.0]","[0.1708052920479339,0.8953326110184798,0.47480315532503997]",0,17,195,3554.0,3,111,Platinum
14005.0,"[10.0,84.0,2871.0]","[0.100473701204667,0.38568174013103745,0.38355651630224813]",0,10,84,2871.0,3,111,Platinum
15615.0,"[11.0,423.0,10463.0]","[0.11052107132513371,1.9421830485170102,1.3978236956009829]",0,11,423,10463.0,3,111,Platinum
16794.0,"[2.0,285.0,1238.0]","[0.0200947402409334,1.3085630468731628,0.16539288303106345]",0,2,285,1238.0,3,111,Platinum
16938.0,"[9.0,241.0,2762.0]","[0.09042633108420031,1.1065392782330956,0.3689944611726957]",0,9,241,2762.0,3,111,Platinum
16800.0,"[12.0,164.0,1215.0]","[0.12056844144560042,0.7529976831129779,0.16232015580189182]",0,12,164,1215.0,3,111,Platinum
13995.0,"[16.0,86.0,1416.0]","[0.1607579219274672,0.39486463870558597,0.18917311984813073]",0,16,86,1416.0,3,111,Platinum
13458.0,"[8.0,382.0,9669.0]","[0.0803789609637336,1.7539336277387656,1.2917478077765367]",0,8,382,9669.0,3,111,Platinum
13994.0,"[4.0,155.0,2331.0]","[0.0401894804818668,0.7116746395275096,0.3114142248347406]",0,4,155,2331.0,3,111,Platinum
15482.0,"[16.0,98.0,11054.0]","[0.1607579219274672,0.44996203015287706,1.4767794257070883]",0,16,98,11054.0,3,111,Platinum
14667.0,"[11.0,573.0,9295.0]","[0.11052107132513371,2.6309004416081483,1.2417825910934852]",0,11,573,9295.0,3,111,Platinum
17086.0,"[8.0,96.0,2063.0]","[0.0803789609637336,0.44077913157832854,0.27561027277308875]",0,8,96,2063.0,3,111,Platinum
13999.0,"[11.0,208.0,3927.0]","[0.11052107132513371,0.9550214517530452,0.5246347751720405]",0,11,208,3927.0,3,111,Platinum
15443.0,"[2.0,382.0,3264.0]","[0.0200947402409334,1.7539336277387656,0.43606007287026743]",0,2,382,3264.0,3,111,Platinum
14071.0,"[4.0,324.0,1457.0]","[0.0401894804818668,1.4876295690768588,0.19465059012621927]",0,4,324,1457.0,3,111,Platinum
16358.0,"[2.0,109.0,2044.0]","[0.0200947402409334,0.5004679723128939,0.2730719328881209]",0,2,109,2044.0,3,111,Platinum
15039.0,"[10.0,1502.0,20075.0]","[0.100473701204667,6.896356829485932,2.681956483722616]",0,10,1502,20075.0,3,111,Platinum
13285.0,"[24.0,187.0,2741.0]","[0.24113688289120083,0.8586010167202858,0.36618892761562594]",0,24,187,2741.0,3,111,Platinum
17700.0,"[17.0,142.0,2549.0]","[0.1708052920479339,0.6519857987929443,0.3405383350938455]",0,17,142,2549.0,3,111,Platinum
15034.0,"[16.0,394.0,4337.0]","[0.1607579219274672,1.8090310191860568,0.5794094779529259]",0,16,394,4337.0,3,111,Platinum
14135.0,"[2.0,134.0,4703.0]","[0.0200947402409334,0.6152542044947502,0.6283059199475698]",0,2,134,4703.0,3,111,Platinum
15033.0,"[5.0,510.0,2614.0]","[0.0502368506023335,2.3416391365098703,0.3492221294371566]",0,5,510,2614.0,3,111,Platinum
18077.0,"[9.0,227.0,2658.0]","[0.09042633108420031,1.042258988211256,0.35510039022339795]",0,9,227,2658.0,3,111,Platinum
14132.0,"[3.0,200.0,3586.0]","[0.030142110361400104,0.9182898574548511,0.47907825407867005]",0,3,200,3586.0,3,111,Platinum
15903.0,"[10.0,74.0,5127.0]","[0.100473701204667,0.33976724725829494,0.6849509784331682]",0,10,74,5127.0,3,111,Platinum
18075.0,"[24.0,142.0,2618.0]","[0.24113688289120083,0.6519857987929443,0.3497565167813603]",0,24,142,2618.0,3,111,Platinum
17705.0,"[4.0,103.0,1841.0]","[0.0401894804818668,0.4729192765892483,0.24595177516978015]",0,4,103,1841.0,3,111,Platinum
16379.0,"[5.0,108.0,2163.0]","[0.0502368506023335,0.49587652302561963,0.28896995637818274]",0,5,108,2163.0,3,111,Platinum
14125.0,"[11.0,167.0,2755.0]","[0.11052107132513371,0.7667720309748007,0.3680592833203391]",0,11,167,2755.0,3,111,Platinum
16779.0,"[3.0,333.0,10656.0]","[0.030142110361400104,1.5289526126623272,1.4236078849588143]",0,3,333,10656.0,3,111,Platinum
13305.0,"[5.0,81.0,2005.0]","[0.0502368506023335,0.3719073922692147,0.26786165628213426]",0,5,81,2005.0,3,111,Platinum
14146.0,"[9.0,210.0,4210.0]","[0.09042633108420031,0.9642043503275937,0.5624426797744565]",0,9,210,4210.0,3,111,Platinum
15898.0,"[2.0,86.0,1403.0]","[0.0200947402409334,0.39486463870558597,0.1874363609794685]",0,2,86,1403.0,3,111,Platinum
15044.0,"[20.0,453.0,7758.0]","[0.200947402409334,2.0799265271352376,1.0364442540831909]",0,20,453,7758.0,3,111,Platinum
16393.0,"[3.0,330.0,3061.0]","[0.030142110361400104,1.5151782648005043,0.4089399151519267]",0,3,330,3061.0,3,111,Platinum
16983.0,"[13.0,148.0,1942.0]","[0.1306158115660671,0.6795344945165899,0.25944505561092507]",0,13,148,1942.0,3,111,Platinum
16979.0,"[4.0,89.0,1859.0]","[0.0401894804818668,0.40863898656740877,0.24835651821869706]",0,4,89,1859.0,3,111,Platinum
16401.0,"[2.0,186.0,4119.0]","[0.0200947402409334,0.8540095674330116,0.550285367693821]",0,2,186,4119.0,3,111,Platinum
18092.0,"[3.0,89.0,9070.0]","[0.030142110361400104,0.40863898656740877,1.2117233029820238]",0,3,89,9070.0,3,111,Platinum
13263.0,"[2.0,1677.0,7537.0]","[0.0200947402409334,7.699860454758927,1.006919353315933]",0,2,1677,7537.0,3,111,Platinum
17686.0,"[8.0,286.0,5786.0]","[0.0803789609637336,1.3131544961604371,0.7729912933907376]",0,8,286,5786.0,3,111,Platinum
13266.0,"[12.0,187.0,3840.0]","[0.12056844144560042,0.8586010167202858,0.5130118504356087]",0,12,187,3840.0,3,111,Platinum
16782.0,"[11.0,190.0,2316.0]","[0.11052107132513371,0.8723753645821086,0.30941027229397655]",0,11,190,2316.0,3,111,Platinum
13267.0,"[3.0,211.0,4535.0]","[0.030142110361400104,0.968795799614868,0.6058616514910119]",0,3,211,4535.0,3,111,Platinum
13269.0,"[2.0,316.0,5360.0]","[0.0200947402409334,1.4508979747786648,0.7160790412330372]",0,2,316,5360.0,3,111,Platinum
16775.0,"[11.0,158.0,1714.0]","[0.11052107132513371,0.7254489873893324,0.2289849769913108]",0,11,158,1714.0,3,111,Platinum
17364.0,"[1.0,411.0,4495.0]","[0.0100473701204667,1.887085657069719,0.6005177780489743]",0,1,411,4495.0,3,111,Platinum
15051.0,"[24.0,143.0,1405.0]","[0.24113688289120083,0.6565772480802186,0.1877035546515704]",0,24,143,1405.0,3,111,Platinum
17858.0,"[6.0,199.0,5181.0]","[0.06028422072280021,0.9136984081675769,0.6921652075799191]",0,6,199,5181.0,3,111,Platinum
17368.0,"[24.0,111.0,1917.0]","[0.24113688289120083,0.5096508708874424,0.25610513470965157]",0,24,111,1917.0,3,111,Platinum
15046.0,"[10.0,206.0,5233.0]","[0.100473701204667,0.9458385531784966,0.6991122430545679]",0,10,206,5233.0,3,111,Platinum
13268.0,"[18.0,440.0,3240.0]","[0.18085266216840062,2.0202376864006726,0.4328537488050449]",0,18,440,3240.0,3,111,Platinum
15906.0,"[20.0,150.0,1582.0]","[0.200947402409334,0.6887173930911383,0.21135019463258672]",0,20,150,1582.0,3,111,Platinum
13309.0,"[8.0,107.0,1483.0]","[0.0803789609637336,0.49128507373834535,0.1981241078635437]",0,8,107,1483.0,3,111,Platinum
15024.0,"[10.0,155.0,1680.0]","[0.100473701204667,0.7116746395275096,0.22444268456557884]",0,10,155,1680.0,3,111,Platinum
17159.0,"[22.0,101.0,1548.0]","[0.22104214265026742,0.4637363780146998,0.20680790220685477]",0,22,101,1548.0,3,111,Platinum
18055.0,"[8.0,360.0,6822.0]","[0.0803789609637336,1.652921743418732,0.9113976155395112]",0,8,360,6822.0,3,111,Platinum
16369.0,"[19.0,118.0,1567.0]","[0.19090003228886732,0.5417910158983622,0.20934624209182265]",0,19,118,1567.0,3,111,Platinum
14096.0,"[5.0,5111.0,65014.0]","[0.0502368506023335,23.46689730725872,8.685664699015799]",1,5,5111,65014.0,3,111,Platinum
15436.0,"[13.0,329.0,1149.0]","[0.1306158115660671,1.51058681551323,0.15350276462252982]",0,13,329,1149.0,3,111,Platinum
14092.0,"[8.0,214.0,4090.0]","[0.0803789609637336,0.9825701474766907,0.5464110594483437]",0,8,214,4090.0,3,111,Platinum
15632.0,"[16.0,167.0,3308.0]","[0.1607579219274672,0.7667720309748007,0.4419383336565088]",0,16,167,3308.0,3,111,Platinum
14099.0,"[17.0,250.0,3124.0]","[0.1708052920479339,1.147862321818564,0.4173565158231359]",0,17,250,3124.0,3,111,Platinum
14088.0,"[11.0,589.0,50539.0]","[0.11052107132513371,2.7043636302045364,6.751850497178445]",0,11,589,50539.0,3,111,Platinum
15628.0,"[5.0,155.0,2872.0]","[0.0502368506023335,0.7116746395275096,0.38369011313829904]",0,5,155,2872.0,3,111,Platinum
18044.0,"[5.0,127.0,2098.0]","[0.0502368506023335,0.5831140594838304,0.28028616203487167]",0,5,127,2098.0,3,111,Platinum
15932.0,"[5.0,115.0,2499.0]","[0.0502368506023335,0.5280166680365393,0.3338584932912985]",0,5,115,2499.0,3,111,Platinum
16360.0,"[5.0,662.0,3537.0]","[0.0502368506023335,3.0395394281755572,0.472532009112174]",0,5,662,3537.0,3,111,Platinum
17725.0,"[17.0,192.0,3444.0]","[0.1708052920479339,0.8815582631566571,0.4601075033594366]",0,17,192,3444.0,3,111,Platinum
13362.0,"[10.0,166.0,3105.0]","[0.100473701204667,0.7621805816875264,0.414818175938168]",0,10,166,3105.0,3,111,Platinum
16945.0,"[22.0,249.0,4404.0]","[0.22104214265026742,1.1432708725312897,0.5883604659683388]",0,22,249,4404.0,3,111,Platinum
14085.0,"[3.0,450.0,4495.0]","[0.030142110361400104,2.066152179273415,0.6005177780489743]",0,3,450,4495.0,3,111,Platinum
16814.0,"[15.0,324.0,6555.0]","[0.15071055180700052,1.4876295690768588,0.8757272603139102]",0,15,324,6555.0,3,111,Platinum
15005.0,"[16.0,1119.0,6353.0]","[0.1607579219274672,5.137831752459892,0.8487406994316204]",0,16,1119,6353.0,3,111,Platinum
15009.0,"[13.0,182.0,1275.0]","[0.1306158115660671,0.8356437702839146,0.1703359659649482]",0,13,182,1275.0,3,111,Platinum
14121.0,"[4.0,159.0,2787.0]","[0.0401894804818668,0.7300404366766067,0.3723343820739692]",0,4,159,2787.0,3,111,Platinum
13313.0,"[23.0,78.0,1565.0]","[0.2310895127707341,0.35813304440739196,0.20907904841972075]",0,23,78,1565.0,3,111,Platinum
17706.0,"[5.0,382.0,10546.0]","[0.0502368506023335,1.7539336277387656,1.408912232993211]",0,5,382,10546.0,3,111,Platinum
15023.0,"[4.0,562.0,6838.0]","[0.0401894804818668,2.580394499448132,0.9135351649163262]",0,4,562,6838.0,3,111,Platinum
14116.0,"[20.0,72.0,1386.0]","[0.200947402409334,0.3305843486837464,0.18516521476660253]",0,20,72,1386.0,3,111,Platinum
14112.0,"[23.0,160.0,2946.0]","[0.2310895127707341,0.734631885963881,0.3935762790060686]",0,23,160,2946.0,3,111,Platinum
13319.0,"[6.0,476.0,10909.0]","[0.06028422072280021,2.1855298607425455,1.457407884479702]",0,6,476,10909.0,3,111,Platinum
17381.0,"[9.0,109.0,20285.0]","[0.09042633108420031,0.5004679723128939,2.7100118192933134]",0,9,109,20285.0,3,111,Platinum
15021.0,"[9.0,472.0,1928.0]","[0.09042633108420031,2.167164063593449,0.2575746999062119]",0,9,472,1928.0,3,111,Platinum
15910.0,"[1.0,267.0,1251.0]","[0.0100473701204667,1.2259169597022264,0.16712964189972568]",0,1,267,1251.0,3,111,Platinum
17377.0,"[24.0,418.0,4132.0]","[0.24113688289120083,1.9192258020806388,0.5520221265624832]",0,24,418,4132.0,3,111,Platinum
15426.0,"[20.0,292.0,1468.0]","[0.200947402409334,1.3407031918840826,0.1961201553227796]",0,20,292,1468.0,3,111,Platinum
15916.0,"[17.0,155.0,1546.0]","[0.1708052920479339,0.7116746395275096,0.2065407085347529]",0,17,155,1546.0,3,111,Platinum
18065.0,"[6.0,137.0,2409.0]","[0.06028422072280021,0.6290285523565731,0.32183477804671395]",0,6,137,2409.0,3,111,Platinum
14102.0,"[6.0,79.0,1364.0]","[0.06028422072280021,0.3627244936946662,0.18222608437348187]",0,6,79,1364.0,3,111,Platinum
17716.0,"[23.0,245.0,5678.0]","[0.2310895127707341,1.1249050753821925,0.7585628350972361]",0,23,245,5678.0,3,111,Platinum
14110.0,"[4.0,156.0,5707.0]","[0.0401894804818668,0.7162660888147839,0.7624371433427133]",0,4,156,5707.0,3,111,Platinum
17481.0,"[4.0,82.0,1260.0]","[0.0401894804818668,0.37649884155648894,0.16833201342418413]",0,4,82,1260.0,3,111,Platinum
15601.0,"[12.0,410.0,6794.0]","[0.12056844144560042,1.882494207782445,0.9076569041300849]",0,12,410,6794.0,3,111,Platinum
14901.0,"[12.0,96.0,1427.0]","[0.12056844144560042,0.44077913157832854,0.19064268504469106]",0,12,96,1427.0,3,111,Platinum
15530.0,"[22.0,108.0,1510.0]","[0.22104214265026742,0.49587652302561963,0.20173122243691907]",0,22,108,1510.0,3,111,Platinum
16057.0,"[17.0,121.0,2279.0]","[0.1708052920479339,0.555565363760185,0.30446718936009176]",0,17,121,2279.0,3,111,Platinum
13658.0,"[10.0,108.0,2659.0]","[0.100473701204667,0.49587652302561963,0.35523398705944886]",0,10,108,2659.0,3,111,Platinum
16169.0,"[9.0,85.0,1829.0]","[0.09042633108420031,0.39027318941831174,0.24434861313716885]",0,9,85,1829.0,3,111,Platinum
16168.0,"[11.0,98.0,3800.0]","[0.11052107132513371,0.44996203015287706,0.5076679769935711]",0,11,98,3800.0,3,111,Platinum
15570.0,"[8.0,323.0,4195.0]","[0.0803789609637336,1.4830381197895846,0.5604387272336924]",0,8,323,4195.0,3,111,Platinum
16066.0,"[17.0,102.0,1528.0]","[0.1708052920479339,0.4683278273019741,0.20413596548583599]",0,17,102,1528.0,3,111,Platinum
16873.0,"[5.0,279.0,7138.0]","[0.0502368506023335,1.2810143511495173,0.9536142157316082]",0,5,279,7138.0,3,111,Platinum
13668.0,"[3.0,470.0,6399.0]","[0.030142110361400104,2.1579811650189002,0.8548861538899637]",0,3,470,6399.0,3,111,Platinum
16161.0,"[2.0,474.0,5629.0]","[0.0200947402409334,2.1763469621679974,0.7520165901307401]",0,2,474,5629.0,3,111,Platinum
15531.0,"[9.0,228.0,2023.0]","[0.09042633108420031,1.0468504374985304,0.2702663993310512]",0,9,228,2023.0,3,111,Platinum
18283.0,"[4.0,756.0,2140.0]","[0.0401894804818668,3.4711356611793374,0.2858972291490111]",0,4,756,2140.0,3,111,Platinum
16156.0,"[9.0,130.0,3134.0]","[0.09042633108420031,0.5968884073456532,0.4186924841836453]",0,9,130,3134.0,3,111,Platinum
13680.0,"[2.0,195.0,3742.0]","[0.0200947402409334,0.8953326110184798,0.49991936050261665]",0,2,195,3742.0,3,111,Platinum
13831.0,"[17.0,74.0,2209.0]","[0.1708052920479339,0.33976724725829494,0.295115410836526]",0,17,74,2209.0,3,111,Platinum
14735.0,"[4.0,194.0,6080.0]","[0.0401894804818668,0.8907411617312055,0.8122687631897139]",0,4,194,6080.0,3,111,Platinum
13854.0,"[9.0,110.0,8110.0]","[0.09042633108420031,0.5050594216001681,1.0834703403731216]",0,9,110,8110.0,3,111,Platinum
16871.0,"[23.0,137.0,2824.0]","[0.2310895127707341,0.6290285523565731,0.3772774650078539]",0,23,137,2824.0,3,111,Platinum
16173.0,"[16.0,84.0,1428.0]","[0.1607579219274672,0.38568174013103745,0.190776281880742]",0,16,84,1428.0,3,111,Platinum
14733.0,"[17.0,202.0,9600.0]","[0.1708052920479339,0.9274727560293996,1.282529626089022]",0,17,202,9600.0,3,111,Platinum
13630.0,"[6.0,71.0,2032.0]","[0.06028422072280021,0.32599289939647214,0.27146877085550963]",0,6,71,2032.0,3,111,Platinum
17811.0,"[5.0,851.0,7899.0]","[0.0502368506023335,3.9073233434703916,1.0552814079663733]",0,5,851,7899.0,3,111,Platinum
13862.0,"[19.0,139.0,2220.0]","[0.19090003228886732,0.6382114509311215,0.2965849760330863]",0,19,139,2220.0,3,111,Platinum
13860.0,"[2.0,76.0,1256.0]","[0.0200947402409334,0.34895014583284345,0.16779762607998036]",0,2,76,1256.0,3,111,Platinum
16186.0,"[23.0,218.0,4026.0]","[0.2310895127707341,1.0009359446257877,0.5378608619410835]",0,23,218,4026.0,3,111,Platinum
15527.0,"[19.0,163.0,2442.0]","[0.19090003228886732,0.7484062338257037,0.32624347363639494]",0,19,163,2442.0,3,111,Platinum
17463.0,"[17.0,215.0,1916.0]","[0.1708052920479339,0.987161596763965,0.2559715378736006]",0,17,215,1916.0,3,111,Platinum
14825.0,"[4.0,121.0,2249.0]","[0.0401894804818668,0.555565363760185,0.30045928427856355]",0,4,121,2249.0,3,111,Platinum
17920.0,"[5.0,696.0,4256.0]","[0.0502368506023335,3.195648703942882,0.5685881342327997]",0,5,696,4256.0,3,111,Platinum
17428.0,"[1.0,328.0,17278.0]","[0.0100473701204667,1.5059953662259558,2.3082861332881377]",0,1,328,17278.0,3,111,Platinum
13644.0,"[17.0,146.0,2635.0]","[0.1708052920479339,0.6703515959420413,0.35202766299422633]",0,17,146,2635.0,3,111,Platinum
17813.0,"[15.0,371.0,1787.0]","[0.15071055180700052,1.703427685578749,0.23873754602302938]",0,15,371,1787.0,3,111,Platinum
13647.0,"[10.0,79.0,1690.0]","[0.100473701204667,0.3627244936946662,0.22577865292608823]",0,10,79,1690.0,3,111,Platinum
15529.0,"[23.0,672.0,4029.0]","[0.2310895127707341,3.0854539210482996,0.5382616524492364]",0,23,672,4029.0,3,111,Platinum
13650.0,"[17.0,96.0,1841.0]","[0.1708052920479339,0.44077913157832854,0.24595177516978015]",0,17,96,1841.0,3,111,Platinum
16923.0,"[13.0,672.0,7319.0]","[0.1306158115660671,3.0854539210482996,0.9777952430568283]",0,13,672,7319.0,3,111,Platinum
17827.0,"[6.0,220.0,2016.0]","[0.06028422072280021,1.0101188432003363,0.2693312214786946]",0,6,220,2016.0,3,111,Platinum
16076.0,"[4.0,129.0,2247.0]","[0.0401894804818668,0.592296958058379,0.3001920906064617]",0,4,129,2247.0,3,111,Platinum
17434.0,"[3.0,134.0,2377.0]","[0.030142110361400104,0.6152542044947502,0.3175596792930839]",0,3,134,2377.0,3,111,Platinum
16128.0,"[18.0,89.0,1881.0]","[0.18085266216840062,0.40863898656740877,0.25129564861181775]",0,18,89,1881.0,3,111,Platinum
15544.0,"[10.0,259.0,3592.0]","[0.100473701204667,1.1891853654040323,0.47987983509497567]",0,10,259,3592.0,3,111,Platinum
